producto_raw,precio_anterior,precio_actual,variacion,boletin_num,mes,año,quincena,quincena_id,provincia,categoria,estado_precio
Brocoli (Unidad aprox. 2 lb),0.39,0.4,3.0,154,6,2019,2,2019-06-Q2,AZUAY,perecedero,completo
Brocoli (Unidad aprox. 2 lb),0.38,0.44,16.0,190,12,2020,2,2020-12-Q2,AZUAY,perecedero,completo
Brocoli (Unidad aprox. 2 lb),0.48,0.53,12.0,200,5,2021,2,2021-05-Q2,AZUAY,perecedero,completo
Brocoli (Unidad aprox. 2 lb),0.48,0.49,2.0,196,3,2021,2,2021-03-Q2,AZUAY,perecedero,completo
Brocoli (Unidad aprox. 2 lb),0.75,0.72,-4.0,279,11,2024,2,2024-11-Q2,AZUAY,perecedero,completo
Brocoli (Unidad aprox. 2 lb),0.41,0.47,14.0,212,11,2021,2,2021-11-Q2,AZUAY,perecedero,completo
Brocoli (Unidad aprox. 2 lb),0.8,0.5,-38.0,247,5,2023,2,2023-05-Q2,AZUAY,perecedero,completo
Brocoli (Unidad aprox. 2lb),0.43,0.43,-1.0,146,2,2019,2,2019-02-Q2,AZUAY,perecedero,completo
Brocoli (Unidad aprox. 2 lb),0.5,0.5,0.0,257,10,2023,2,2023-10-Q2,AZUAY,perecedero,completo
Brocoli (Unidad aprox. 2 lb),0.5,0.75,50.0,249,6,2023,2,2023-06-Q2,AZUAY,perecedero,completo
Brocoli (Unidad aprox. 2 lb),0.52,0.37,-29.0,182,8,2020,2,2020-08-Q2,AZUAY,perecedero,completo
Cebolla Blanca en Rama (Atado aprox. 5 lb),2.0,2.0,0.0,275,9,2024,2,2024-09-Q2,AZUAY,perecedero,completo
Brocoli (Unidad aprox. 2 lb),0.63,0.67,6.0,228,7,2022,2,2022-07-Q2,AZUAY,perecedero,completo
Cebolla Blanca en Rama (Atado aprox. 5 lb),1.0,1.0,0.0,182,8,2020,2,2020-08-Q2,AZUAY,perecedero,completo
Cebolla Blanca en Rama (Atado aprox. 5 lb),1.0,1.0,0.0,160,9,2019,2,2019-09-Q2,AZUAY,perecedero,completo
Cebolla Blanca en Rama (Atado aprox. 5 lb),1.0,1.0,0.0,188,11,2020,2,2020-11-Q2,AZUAY,perecedero,completo
Cebolla Blanca en Rama (Atado aprox. 5 lb),1.0,1.0,,218,2,2022,2,2022-02-Q2,AZUAY,perecedero,completo
Cebolla Blanca en Rama (Atado aprox. 5 lb),1.0,1.0,0.0,210,10,2021,2,2021-10-Q2,AZUAY,perecedero,completo
Cebolla Blanca en Rama (Atado aprox. 5lb),1.0,1.0,0.0,170,2,2020,2,2020-02-Q2,AZUAY,perecedero,completo
Cebolla Blanca en Rama (Atado aprox. 5 lb),2.0,1.64,-18.0,259,11,2023,2,2023-11-Q2,AZUAY,perecedero,completo
Cebolla Blanca en Rama (Atado aprox. 5 lb),1.0,1.0,0.0,214,12,2021,2,2021-12-Q2,AZUAY,perecedero,completo
Cebolla Blanca en Rama (Atado aprox. 5 lb),1.13,1.28,14.0,196,3,2021,2,2021-03-Q2,AZUAY,perecedero,completo
Cebolla Blanca en Rama (Atado aprox.5 lb),1.0,1.0,0.0,166,12,2019,2,2019-12-Q2,AZUAY,perecedero,completo
Cebolla Blanca en Rama (Atado aprox. 5 lb),1.0,1.0,0.0,178,6,2020,2,2020-06-Q2,AZUAY,perecedero,completo
Cebolla Blanca enRama(Atado aprox.5 lb),1.0,1.0,0.0,154,6,2019,2,2019-06-Q2,AZUAY,perecedero,completo
Cebolla Blanca en Rama (Atado aprox. 5 lb),1.79,2.0,12.0,269,6,2024,2,2024-06-Q2,AZUAY,perecedero,completo
Cebolla Blanca en Rama (Atado aprox. 5 lb),2.0,2.0,0.0,277,10,2024,2,2024-10-Q2,AZUAY,perecedero,completo
Cebolla Blanca en Rama (Atado aprox. 5 lb),1.0,1.0,,239,1,2023,2,2023-01-Q2,AZUAY,perecedero,completo
Cebolla Blanca en Rama (Atado aprox. 5 lb),1.0,1.0,0.0,206,8,2021,2,2021-08-Q2,AZUAY,perecedero,completo
Cebolla Blanca en Rama (Atado aprox. 5 lb),1.64,1.33,-19.0,261,12,2023,2,2023-12-Q2,AZUAY,perecedero,completo
Cebolla Blanca en Rama (Atado aprox. 5 lb),1.0,1.0,0.0,158,8,2019,2,2019-08-Q2,AZUAY,perecedero,completo
Cebolla Blanca en Rama (Atado aprox. 5 lb),1.0,1.0,0.0,212,11,2021,2,2021-11-Q2,AZUAY,perecedero,completo
Cebolla Blanca en Rama (Atado aprox. 5 lb),1.5,1.5,0.0,253,8,2023,2,2023-08-Q2,AZUAY,perecedero,completo
Cebolla Blanca en Rama (Atado aprox. 5 lb),1.06,1.0,,234,10,2022,2,2022-10-Q2,AZUAY,perecedero,completo
Cebolla Blanca en Rama (Atado aprox. 5 lb),2.0,2.0,0.0,279,11,2024,2,2024-11-Q2,AZUAY,perecedero,completo
Cebolla Blanca en Rama (Atado aprox. 5 lb),2.0,2.0,0.0,266,4,2024,2,2024-04-Q2,AZUAY,perecedero,completo
CebollaBlanca en Rama (Atado aprox.5 lb),1.0,1.06,6.0,232,9,2022,2,2022-09-Q2,AZUAY,perecedero,completo
Cebolla Blanca en Rama (Atado aprox. 5 lb),1.0,1.0,0.0,236,11,2022,2,2022-11-Q2,AZUAY,perecedero,completo
Cebolla Blanca en Rama (Atado aprox. 5 lb),1.0,1.0,0.0,208,9,2021,2,2021-09-Q2,AZUAY,perecedero,completo
Cebolla Blanca en Rama (Atado aprox. 5 lb),2.0,2.0,0.0,266,3,2024,2,2024-03-Q2,AZUAY,perecedero,completo
Cebolla Blanca en Rama (Atado aprox. 5 lb),2.0,2.0,0.0,271,7,2024,2,2024-07-Q2,AZUAY,perecedero,completo
Cebolla Blanca en Rama (Atado aprox. 5 lb),1.0,1.0,0.0,224,5,2022,2,2022-05-Q2,AZUAY,perecedero,completo
Cebolla Blanca en Rama (Atado aprox. 5 lb),1.0,1.0,0.0,200,5,2021,2,2021-05-Q2,AZUAY,perecedero,completo
Cebolla Blanca en Rama (Atado aprox. 5lb),1.0,1.0,0.0,150,4,2019,2,2019-04-Q2,AZUAY,perecedero,completo
Cebolla Blanca en Rama (Atado aprox. 5 lb),1.06,1.0,-5.0,186,10,2020,2,2020-10-Q2,AZUAY,perecedero,completo
Cebolla Blanca en Rama (Atado aprox. 5 lb),1.0,1.0,0.0,245,4,2023,2,2023-04-Q2,AZUAY,perecedero,completo
Cebolla Blanca en Rama(Atado aprox. 5lb),1.0,1.0,0.0,152,5,2019,2,2019-05-Q2,AZUAY,perecedero,completo
Cebolla Blanca en Rama (Atado aprox. 5 lb),1.0,1.0,0.0,156,7,2019,2,2019-07-Q2,AZUAY,perecedero,completo
Cebolla Blanca en Rama (Atado aprox. 5 lb),1.0,1.0,0.0,220,3,2022,2,2022-03-Q2,AZUAY,perecedero,completo
Cebolla Blanca en Rama (Atado aprox. 5 lb),1.0,1.0,0.0,243,3,2023,2,2023-03-Q2,AZUAY,perecedero,completo
Cebolla Blanca en Rama (Atado aprox. 5 lb),1.33,1.83,38.0,263,1,2024,2,2024-01-Q2,AZUAY,perecedero,completo
Cebolla Blanca en Rama (Atado aprox. 5 lb),1.06,1.0,-5.0,163,11,2019,1,2019-11-Q1,AZUAY,perecedero,completo
Cebolla Blanca en Rama (Atado aprox. 5lb),1.0,1.0,0.0,172,3,2020,2,2020-03-Q2,AZUAY,perecedero,completo
Cebolla Blanca en Rama (Atado aprox. 5 lb),1.28,1.0,-22.0,198,4,2021,2,2021-04-Q2,AZUAY,perecedero,completo
Cebolla Blanca en Rama (Atado aprox. 5 lb),1.0,1.06,6.0,226,6,2022,2,2022-06-Q2,AZUAY,perecedero,completo
Cebolla Blanca en Rama (Atado aprox. 5 lb),1.0,1.0,0.0,192,1,2021,2,2021-01-Q2,AZUAY,perecedero,completo
Cebolla Blanca en Rama (Atado aprox. 5 lb),1.0,1.0,0.0,247,5,2023,2,2023-05-Q2,AZUAY,perecedero,completo
Cebolla Blanca en Rama (Atado aprox. 5 lb),1.0,1.0,0.0,180,7,2020,2,2020-07-Q2,AZUAY,perecedero,completo
Cebolla Blanca en Rama (Atado aprox. 5 lb),1.0,1.06,6.0,184,9,2020,2,2020-09-Q2,AZUAY,perecedero,completo
Cebolla Blanca en Rama (Atado aprox. 5 lb),1.11,1.0,-10.0,230,8,2022,2,2022-08-Q2,AZUAY,perecedero,completo
Cebolla Blanca en Rama (Atado aprox. 5lb),1.03,1.0,-3.0,144,1,2019,2,2019-01-Q2,AZUAY,perecedero,completo
Cebolla Blanca en Rama (Atado aprox. 5 lb),1.0,1.0,0.0,241,2,2023,2,2023-02-Q2,AZUAY,perecedero,completo
Cebolla Blanca en Rama (Atado aprox. 5 lb),1.56,1.5,-4.0,251,7,2023,2,2023-07-Q2,AZUAY,perecedero,completo
Cebolla Blanca en Rama (Atado aprox. 5 lb),1.14,1.0,-13.0,176,5,2020,2,2020-05-Q2,AZUAY,perecedero,completo
Cebolla Blanca en Rama (Atado aprox. 5 lb),1.0,1.0,0.0,237,12,2022,2,2022-12-Q2,AZUAY,perecedero,completo
Cebolla Blanca en Rama (Atado aprox. 5 lb),2.0,2.0,0.0,273,8,2024,2,2024-08-Q2,AZUAY,perecedero,completo
Cebolla Blanca en Rama (Atado aprox. 5 lb),1.0,1.0,0.0,222,4,2022,2,2022-04-Q2,AZUAY,perecedero,completo
Cebolla Blanca en Rama (Atado aprox. 5 lb),2.0,2.0,0.0,281,12,2024,2,2024-12-Q2,AZUAY,perecedero,completo
Cebolla Blanca en Rama (Atado aprox. 5 lb),1.5,1.83,22.0,255,9,2023,2,2023-09-Q2,AZUAY,perecedero,completo
Brocoli (Unidad aprox. 2 lb),0.57,0.49,-15.0,267,5,2024,2,2024-05-Q2,AZUAY,perecedero,completo
Cebolla Blanca en Rama (Atado aprox. 5 lb),1.0,1.13,13.0,194,2,2021,2,2021-02-Q2,AZUAY,perecedero,completo
Cebolla Blanca en Rama (Atado aprox. 5 lb),1.83,2.0,9.0,264,2,2024,1,2024-02-Q1,AZUAY,perecedero,completo
Cebolla Blanca en Rama (Atado aprox. 5lb),1.0,1.0,0.0,148,3,2019,2,2019-03-Q2,AZUAY,perecedero,completo
Cebolla Blanca en Rama (Atado aprox. 5 lb),1.0,1.0,0.0,202,6,2021,2,2021-06-Q2,AZUAY,perecedero,completo
Cebolla Blanca en Rama (Atado aprox. 5 lb),1.0,1.0,0.0,204,7,2021,2,2021-07-Q2,AZUAY,perecedero,completo
Cebolla Blanca en Rama (Atado aprox. 5 lb),1.0,1.0,0.0,190,12,2020,2,2020-12-Q2,AZUAY,perecedero,completo
Cebolla Blanca en Rama (Atado aprox. 5 lb),1.0,1.0,0.0,216,1,2022,2,2022-01-Q2,AZUAY,perecedero,completo
Cebolla Blanca en Rama (Atado aprox. 5 lb),1.0,1.14,14.0,174,4,2020,2,2020-04-Q2,AZUAY,perecedero,completo
Cebolla Blanca en Rama (Atado aprox. 5lb),1.0,1.0,0.0,146,2,2019,2,2019-02-Q2,AZUAY,perecedero,completo
Cebolla Blanca en Rama (Atado aprox. 5 lb),1.83,2.0,9.0,257,10,2023,2,2023-10-Q2,AZUAY,perecedero,completo
Cebolla Blanca en Rama (Atado aprox. 5lb),1.0,1.0,0.0,167,1,2020,1,2020-01-Q1,AZUAY,perecedero,completo
Cebolla Blanca en Rama (Atado aprox. 5 lb),1.0,1.56,56.0,249,6,2023,2,2023-06-Q2,AZUAY,perecedero,completo
Brocoli (Unidad aprox. 2 lb),0.35,0.44,27.0,162,10,2019,2,2019-10-Q2,AZUAY,perecedero,completo
Cebolla Colorada Nacional Seca (Malla aprox. 100 lb),27.38,29.13,6.0,220,3,2022,2,2022-03-Q2,AZUAY,perecedero,completo
Cebolla Colorada Nacional Seca (Malla aprox. 100lb),44.67,38.38,-14.0,152,5,2019,2,2019-05-Q2,AZUAY,perecedero,completo
Cebolla Colorada Nacional Seca (Malla aprox. 100 lb),19.57,30.38,55.0,243,3,2023,2,2023-03-Q2,AZUAY,perecedero,completo
Cebolla Colorada Nacional Seca (Malla aprox. 100 lb),17.89,12.88,-28.0,160,9,2019,2,2019-09-Q2,AZUAY,perecedero,completo
Cebolla Colorada Nacional Seca (Malla aprox. 100 lb),13.25,18.57,40.0,194,2,2021,2,2021-02-Q2,AZUAY,perecedero,completo
Cebolla Colorada Nacional Seca (Malla aprox. 100 lb),47.56,22.56,-53.0,257,10,2023,2,2023-10-Q2,AZUAY,perecedero,completo
Cebolla Colorada Nacional Seca (Malla aprox. 100 lb),15.0,19.89,33.0,263,1,2024,2,2024-01-Q2,AZUAY,perecedero,completo
Cebolla Colorada Nacional Seca (Malla aprox. 100 lb),34.38,33.67,-2.0,226,6,2022,2,2022-06-Q2,AZUAY,perecedero,completo
Cebolla Colorada Nacional Seca (Malla aprox. 100 lb),35.56,30.67,-14.0,156,7,2019,2,2019-07-Q2,AZUAY,perecedero,completo
Cebolla Colorada Nacional Seca (Malla aprox. 100 lb),49.56,66.79,35.0,251,7,2023,2,2023-07-Q2,AZUAY,perecedero,completo
Cebolla Colorada Nacional Seca (Malla aprox. 100 lb),29.13,35.63,22.0,222,4,2022,2,2022-04-Q2,AZUAY,perecedero,completo
Cebolla Blanca en Rama (Atado aprox. 5 lb),1.0,1.06,6.0,162,10,2019,2,2019-10-Q2,AZUAY,perecedero,completo
Cebolla Colorada Nacional Seca (Malla aprox. 100 lb),33.13,70.0,111.0,174,4,2020,2,2020-04-Q2,AZUAY,perecedero,completo
Cebolla Colorada Nacional Seca (Malla aprox. 100 lb),66.79,74.75,12.0,253,8,2023,2,2023-08-Q2,AZUAY,perecedero,completo
Cebolla Colorada Nacional Seca (Malla aprox. 100 lb),20.0,15.22,-24.0,204,7,2021,2,2021-07-Q2,AZUAY,perecedero,completo
Cebolla Colorada Nacional Seca (Malla aprox. 100 lb),21.13,17.25,-18.0,234,10,2022,2,2022-10-Q2,AZUAY,perecedero,completo
Cebolla Colorada Nacional Seca (Malla aprox. 100lb),9.17,11.75,28.0,167,1,2020,1,2020-01-Q1,AZUAY,perecedero,completo
Cebolla Colorada Nacional Seca (Malla aprox. 100 lb),14.56,18.5,27.0,208,9,2021,2,2021-09-Q2,AZUAY,perecedero,completo
Cebolla Colorada Nacional Seca (Malla aprox. 100 lb),18.0,19.56,9.0,281,12,2024,2,2024-12-Q2,AZUAY,perecedero,completo
Cebolla Colorada Nacional Seca (Malla aprox. 100 lb),26.67,21.13,-21.0,232,9,2022,2,2022-09-Q2,AZUAY,perecedero,completo
Cebolla Colorada Nacional Seca (Malla aprox. 100 lb),17.25,15.14,-12.0,236,11,2022,2,2022-11-Q2,AZUAY,perecedero,completo
Cebolla Colorada Nacional Seca (Malla aprox. 100 lb),22.13,18.38,-17.0,200,5,2021,2,2021-05-Q2,AZUAY,perecedero,completo
Cebolla Colorada Nacional Seca (Malla aprox. 100 lb),16.38,13.13,-20.0,190,12,2020,2,2020-12-Q2,AZUAY,perecedero,completo
Cebolla Colorada Nacional Seca (Malla aprox. 100 lb),43.5,44.63,3.0,266,4,2024,2,2024-04-Q2,AZUAY,perecedero,completo
Cebolla Colorada Nacional Seca (Malla aprox. 100 lb),32.43,43.5,34.0,266,3,2024,2,2024-03-Q2,AZUAY,perecedero,completo
Cebolla Colorada Nacional Seca (Malla aprox. 100 lb),74.75,47.56,-36.0,255,9,2023,2,2023-09-Q2,AZUAY,perecedero,completo
Cebolla Colorada Nacional Seca (Malla aprox. 100 lb),39.25,22.0,-44.0,271,7,2024,2,2024-07-Q2,AZUAY,perecedero,completo
Cebolla Colorada Nacional Seca (Malla aprox. 100 lb),35.63,34.38,-4.0,224,5,2022,2,2022-05-Q2,AZUAY,perecedero,completo
Cebolla Colorada Nacional Seca (Malla aprox. 100 lb),22.0,17.0,-23.0,273,8,2024,2,2024-08-Q2,AZUAY,perecedero,completo
Cebolla Colorada Nacional Seca (Malla aprox. 100 lb),25.22,21.33,-15.0,182,8,2020,2,2020-08-Q2,AZUAY,perecedero,completo
Cebolla Colorada Nacional Seca (Malla aprox. 100 lb),30.38,30.0,-1.0,245,4,2023,2,2023-04-Q2,AZUAY,perecedero,completo
Cebolla Colorada Nacional Seca (Malla aprox. 100lb),18.22,33.13,82.0,172,3,2020,2,2020-03-Q2,AZUAY,perecedero,completo
Cebolla Colorada Nacional Seca (Malla aprox. 100lb),36.25,44.67,23.0,150,4,2019,2,2019-04-Q2,AZUAY,perecedero,completo
Cebolla Colorada Nacional Seca (Malla aprox. 100 lb),21.33,17.56,-18.0,186,10,2020,2,2020-10-Q2,AZUAY,perecedero,completo
Cebolla Colorada Nacional Seca (Malla aprox. 100 lb),16.88,18.0,7.0,279,11,2024,2,2024-11-Q2,AZUAY,perecedero,completo
Cebolla Colorada Nacional Seca (Malla aprox. 100 lb),29.56,26.67,-10.0,230,8,2022,2,2022-08-Q2,AZUAY,perecedero,completo
Cebolla Colorada Nacional Seca (Malla aprox. 100 lb),59.63,43.75,-27.0,178,6,2020,2,2020-06-Q2,AZUAY,perecedero,completo
Cebolla Colorada Nacional Seca (Malla aprox. 100 lb),22.22,22.13,0.0,198,4,2021,2,2021-04-Q2,AZUAY,perecedero,completo
Cebolla Colorada Nacional Seca (Malla aprox. 100 lb),17.0,14.88,-13.0,275,9,2024,2,2024-09-Q2,AZUAY,perecedero,completo
Cebolla Colorada Nacional Seca (Malla aprox. 100 lb),21.2,27.38,29.0,218,2,2022,2,2022-02-Q2,AZUAY,perecedero,completo
Cebolla Colorada Nacional Seca (Malla aprox. 100 lb),15.0,15.0,0.0,261,12,2023,2,2023-12-Q2,AZUAY,perecedero,completo
Cebolla Colorada Nacional Seca (Malla aprox. 100 lb),38.38,35.56,-7.0,154,6,2019,2,2019-06-Q2,AZUAY,perecedero,completo
Cebolla Colorada Nacional Seca (Malla aprox. 100 lb),22.56,15.0,-33.0,259,11,2023,2,2023-11-Q2,AZUAY,perecedero,completo
Cebolla Colorada Nacional Seca (Malla aprox. 100 lb),18.57,22.22,20.0,196,3,2021,2,2021-03-Q2,AZUAY,perecedero,completo
Cebolla Colorada Nacional Seca (Malla aprox. 100 lb),15.14,14.5,-4.0,237,12,2022,2,2022-12-Q2,AZUAY,perecedero,completo
Cebolla Colorada Nacional Seca (Malla aprox. 100lb),11.25,18.22,62.0,170,2,2020,2,2020-02-Q2,AZUAY,perecedero,completo
Cebolla Colorada Nacional Seca (Malla aprox. 100 lb),21.0,22.29,6.0,214,12,2021,2,2021-12-Q2,AZUAY,perecedero,completo
Cebolla Colorada Nacional Seca (Malla aprox. 100 lb),34.14,49.56,45.0,249,6,2023,2,2023-06-Q2,AZUAY,perecedero,completo
Cebolla Colorada Nacional Seca (Malla aprox. 100 lb),19.89,29.33,47.0,264,2,2024,1,2024-02-Q1,AZUAY,perecedero,completo
Cebolla Colorada Nacional Seca (Malla aprox. 100 lb),21.33,21.33,0.0,184,9,2020,2,2020-09-Q2,AZUAY,perecedero,completo
Cebolla Colorada Nacional Seca (Malla aprox. 100 lb),21.88,21.0,-4.0,212,11,2021,2,2021-11-Q2,AZUAY,perecedero,completo
Cebolla Colorada Nacional Seca (Malla aprox. 100lb),33.25,36.25,9.0,148,3,2019,2,2019-03-Q2,AZUAY,perecedero,completo
Cebolla Colorada Nacional Seca (Malla aprox. 100 lb),40.57,39.25,-3.0,269,6,2024,2,2024-06-Q2,AZUAY,perecedero,completo
Cebolla Colorada Nacional Seca (Malla aprox. 100 lb),14.88,16.88,13.0,277,10,2024,2,2024-10-Q2,AZUAY,perecedero,completo
Cebolla Colorada Nacional Seca (Malla aprox. 100 lb),13.13,13.25,1.0,192,1,2021,2,2021-01-Q2,AZUAY,perecedero,completo
Cebolla Colorada Nacional Seca (Malla aprox. 100 lb),43.75,25.22,-42.0,180,7,2020,2,2020-07-Q2,AZUAY,perecedero,completo
Cebolla Colorada Nacional Seca (Malla aprox. 100 lb),22.29,21.2,-5.0,216,1,2022,2,2022-01-Q2,AZUAY,perecedero,completo
Cebolla Colorada Nacional Seca (Malla aprox. 100lb),33.0,33.25,1.0,146,2,2019,2,2019-02-Q2,AZUAY,perecedero,completo
Cebolla Colorada Nacional Seca (Malla aprox. 100 lb),10.56,9.17,-13.0,166,12,2019,2,2019-12-Q2,AZUAY,perecedero,completo
Cebolla Colorada Nacional Seca (Malla aprox. 100lb),40.22,33.0,-18.0,144,1,2019,2,2019-01-Q2,AZUAY,perecedero,completo
Cebolla Colorada Nacional Seca (Malla aprox. 100 lb),18.5,21.88,18.0,210,10,2021,2,2021-10-Q2,AZUAY,perecedero,completo
Cebolla Blanca en Rama (Atado aprox. 5 lb),1.06,1.11,5.0,228,7,2022,2,2022-07-Q2,AZUAY,perecedero,completo
Cebolla Colorada Nacional Seca (Malla aprox. 100 lb),15.22,14.56,-4.0,206,8,2021,2,2021-08-Q2,AZUAY,perecedero,completo
Cebolla Colorada Nacional Seca (Malla aprox. 100 lb),17.56,16.38,-7.0,188,11,2020,2,2020-11-Q2,AZUAY,perecedero,completo
Cebolla Colorada Nacional Seca (Malla aprox. 100 lb),30.0,34.14,14.0,247,5,2023,2,2023-05-Q2,AZUAY,perecedero,completo
Cebolla Colorada Nacional Seca (Malla aprox. 100 lb),30.67,17.89,-42.0,158,8,2019,2,2019-08-Q2,AZUAY,perecedero,completo
Cebolla Colorada Nacional Seca (Malla aprox. 100 lb),18.38,20.0,9.0,202,6,2021,2,2021-06-Q2,AZUAY,perecedero,completo
Cebolla Colorada Nacional Seca (Malla aprox. 100 lb),14.0,19.57,40.0,241,2,2023,2,2023-02-Q2,AZUAY,perecedero,completo
Cebolla Colorada Nacional Seca (Malla aprox. 100 lb),70.0,59.63,-15.0,176,5,2020,2,2020-05-Q2,AZUAY,perecedero,completo
Cebolla Blanca en Rama (Atado aprox. 5 lb),2.0,1.79,-11.0,267,5,2024,2,2024-05-Q2,AZUAY,perecedero,completo
Cebolla Colorada Nacional Seca (Malla aprox. 100 lb),14.5,14.0,-3.0,239,1,2023,2,2023-01-Q2,AZUAY,perecedero,completo
Cebolla Colorada Nacional Seca (Malla aprox. 100 lb),14.25,10.0,30.0,163,11,2019,1,2019-11-Q1,AZUAY,perecedero,completo
Cebolla Perla Nacional Seca (Malla aprox. 100lb),18.67,20.75,11.0,172,3,2020,2,2020-03-Q2,AZUAY,perecedero,completo
Cebolla Colorada Nacional Seca (Malla aprox. 100 lb),44.63,40.57,-9.0,267,5,2024,2,2024-05-Q2,AZUAY,perecedero,completo
Cebolla Perla Nacional Seca (Malla aprox. 100 lb),31.0,36.13,17.0,198,4,2021,2,2021-04-Q2,AZUAY,perecedero,completo
Cebolla Perla Nacional Seca(Malla aprox. 100 lb),23.75,15.0,-37.0,163,11,2019,1,2019-11-Q1,AZUAY,perecedero,completo
Cebolla Perla Nacional Seca (Malla aprox. 100 lb),12.89,11.38,-12.0,208,9,2021,2,2021-09-Q2,AZUAY,perecedero,completo
Cebolla Perla Nacional Seca (Malla aprox. 100 lb),53.5,45.33,-15.0,178,6,2020,2,2020-06-Q2,AZUAY,perecedero,completo
Cebolla Perla Nacional Seca (Malla aprox. 100 lb),11.38,14.0,23.0,210,10,2021,2,2021-10-Q2,AZUAY,perecedero,completo
Cebolla Perla Nacional Seca (Malla aprox. 100 lb),18.88,17.25,-9.0,192,1,2021,2,2021-01-Q2,AZUAY,perecedero,completo
Cebolla Perla Nacional Seca (Malla aprox. 100 lb),19.5,18.11,-7.0,281,12,2024,2,2024-12-Q2,AZUAY,perecedero,completo
Cebolla Perla Nacional Seca (Malla aprox. 100 lb),37.58,47.25,26.0,253,8,2023,2,2023-08-Q2,AZUAY,perecedero,completo
Cebolla Perla Nacional Seca (Malla aprox. 100 lb),36.13,31.14,-14.0,200,5,2021,2,2021-05-Q2,AZUAY,perecedero,completo
Cebolla Perla Nacional Seca (Malla aprox. 100 lb),27.89,20.33,-27.0,204,7,2021,2,2021-07-Q2,AZUAY,perecedero,completo
Cebolla Perla Nacional Seca (Malla aprox. 100 lb),24.0,22.86,-5.0,188,11,2020,2,2020-11-Q2,AZUAY,perecedero,completo
Cebolla Perla Nacional Seca (Malla aprox. 100 lb),28.25,27.0,-4.0,264,2,2024,1,2024-02-Q1,AZUAY,perecedero,completo
Cebolla Perla Nacional Seca(Malla aprox. 100lb),14.0,15.5,11.0,167,1,2020,1,2020-01-Q1,AZUAY,perecedero,completo
Cebolla Perla Nacional Seca (Malla aprox. 100 lb),17.25,25.5,48.0,194,2,2021,2,2021-02-Q2,AZUAY,perecedero,completo
Cebolla Perla Nacional Seca (Malla aprox. 100 lb),14.5,14.29,-1.0,214,12,2021,2,2021-12-Q2,AZUAY,perecedero,completo
Cebolla Perla Nacional Seca (Malla aprox. 100 lb),20.33,12.89,-37.0,206,8,2021,2,2021-08-Q2,AZUAY,perecedero,completo
Cebolla Perla Nacional Seca (Malla aprox. 100 lb),41.0,40.0,-2.0,271,7,2024,2,2024-07-Q2,AZUAY,perecedero,completo
Cebolla Perla Nacional Seca (Malla aprox. 100 lb),25.5,31.0,22.0,196,3,2021,2,2021-03-Q2,AZUAY,perecedero,completo
Cebolla Perla Nacional Seca(Malla aprox. 100 lb),45.0,53.5,19.0,176,5,2020,2,2020-05-Q2,AZUAY,perecedero,completo
Cebolla Perla Nacional Seca (Malla aprox. 100 lb),28.75,30.4,6.0,245,4,2023,2,2023-04-Q2,AZUAY,perecedero,completo
Cebolla Perla Nacional Seca (Malla aprox. 100 lb),23.25,20.5,-12.0,277,10,2024,2,2024-10-Q2,AZUAY,perecedero,completo
Cebolla Perla Nacional Seca (Malla aprox. 100 lb),23.44,24.0,2.0,186,10,2020,2,2020-10-Q2,AZUAY,perecedero,completo
Cebolla Perla Nacional Seca (Malla aprox. 100 lb),31.14,27.89,-10.0,202,6,2021,2,2021-06-Q2,AZUAY,perecedero,completo
Cebolla Perla Nacional Seca (Malla aprox. 100 lb),20.5,19.5,-5.0,279,11,2024,2,2024-11-Q2,AZUAY,perecedero,completo
Cebolla Perla Nacional Seca (Malla aprox. 100 lb),31.63,23.25,-26.0,275,9,2024,2,2024-09-Q2,AZUAY,perecedero,completo
Cebolla Perla Nacional Seca (Malla aprox. 100 lb),29.0,29.63,2.0,232,9,2022,2,2022-09-Q2,AZUAY,perecedero,completo
Cebolla Colorada Nacional Seca (Malla aprox. 100 lb),12.88,14.25,11.0,162,10,2019,2,2019-10-Q2,AZUAY,perecedero,completo
Cebolla Perla Nacional Seca (Malla aprox. 100 lb),14.0,14.5,4.0,212,11,2021,2,2021-11-Q2,AZUAY,perecedero,completo
Cebolla Perla Nacional Seca (Malla aprox. 100lb),15.25,18.67,22.0,170,2,2020,2,2020-02-Q2,AZUAY,perecedero,completo
Cebolla Perla Nacional Seca (Malla aprox. 100 lb),34.0,32.33,-5.0,266,4,2024,2,2024-04-Q2,AZUAY,perecedero,completo
Cebolla Perla Nacional Seca (Malla aprox. 100lb),44.0,37.33,-15.0,152,5,2019,2,2019-05-Q2,AZUAY,perecedero,completo
Cebolla Perla Nacional Seca (Malla aprox. 100 lb),31.33,28.75,-8.0,243,3,2023,2,2023-03-Q2,AZUAY,perecedero,completo
Cebolla Perla Nacional Seca (Malla aprox. 100 lb),38.0,31.33,-18.0,241,2,2023,2,2023-02-Q2,AZUAY,perecedero,completo
Cebolla Perla Nacional Seca (Malla aprox. 100 lb),40.0,31.63,-21.0,273,8,2024,2,2024-08-Q2,AZUAY,perecedero,completo
Cebolla Perla Nacional Seca (Malla aprox. 100lb),36.33,44.0,21.0,150,4,2019,2,2019-04-Q2,AZUAY,perecedero,completo
Cebolla Perla Nacional Seca (Malla aprox. 100 lb),45.33,31.0,-32.0,180,7,2020,2,2020-07-Q2,AZUAY,perecedero,completo
