producto_raw,precio_anterior,precio_actual,variacion,boletin_num,mes,año,quincena,quincena_id,provincia,categoria,estado_precio
Cebolla Perla Nacional Seca (Malla aprox. 100lb),26.67,29.78,12.0,144,1,2019,2,2019-01-Q2,AZUAY,perecedero,completo
Cebolla Perla Nacional Seca (Malla aprox. 100 lb),21.0,31.38,49.0,218,2,2022,2,2022-02-Q2,AZUAY,perecedero,completo
Cebolla Perla Nacional Seca (Malla aprox. 100 lb),40.43,34.25,-15.0,156,7,2019,2,2019-07-Q2,AZUAY,perecedero,completo
Cebolla Perla Nacional Seca (Malla aprox. 100 lb),25.0,28.25,13.0,263,1,2024,2,2024-01-Q2,AZUAY,perecedero,completo
Cebolla Perla Nacional Seca (Malla aprox. 100 lb),31.38,37.38,19.0,220,3,2022,2,2022-03-Q2,AZUAY,perecedero,completo
Cebolla Perla Nacional Seca (Malla aprox. 100 lb),30.57,31.89,4.0,249,6,2023,2,2023-06-Q2,AZUAY,perecedero,completo
Cebolla Perla Nacional Seca (Malla aprox. 100 lb),45.14,37.75,-16.0,226,6,2022,2,2022-06-Q2,AZUAY,perecedero,completo
Cebolla Perla Nacional Seca (Malla aprox. 100 lb),25.29,25.0,-1.0,261,12,2023,2,2023-12-Q2,AZUAY,perecedero,completo
Cebolla Perla Nacional Seca (Malla aprox. 100 lb),24.44,23.44,-4.0,184,9,2020,2,2020-09-Q2,AZUAY,perecedero,completo
Cebolla Perla Nacional Seca (Malla aprox. 100 lb),25.44,22.75,-11.0,160,9,2019,2,2019-09-Q2,AZUAY,perecedero,completo
Cebolla Perla Nacional Seca (Malla aprox. 100 lb),34.25,25.44,-26.0,158,8,2019,2,2019-08-Q2,AZUAY,perecedero,completo
Cebolla Perla Nacional Seca (Malla aprox. 100 lb),30.4,30.57,1.0,247,5,2023,2,2023-05-Q2,AZUAY,perecedero,completo
Cebolla Perla Nacional Seca (Malla aprox. 100lb),32.13,36.33,13.0,148,3,2019,2,2019-03-Q2,AZUAY,perecedero,completo
Cebolla Perla Nacional Seca (Malla aprox. 100 lb),31.14,35.75,15.0,237,12,2022,2,2022-12-Q2,AZUAY,perecedero,completo
Cebolla Perla Nacional Seca (Malla aprox. 100 lb),46.25,45.14,-2.0,224,5,2022,2,2022-05-Q2,AZUAY,perecedero,completo
Cebolla Perla Nacional Seca (Malla aprox. 100 lb),14.29,21.0,47.0,216,1,2022,2,2022-01-Q2,AZUAY,perecedero,completo
Cebolla Perla Nacional Seca (Malla aprox. 100 lb),35.75,38.0,6.0,239,1,2023,2,2023-01-Q2,AZUAY,perecedero,completo
Cebolla Perla Nacional Seca (Malla aprox. 100 lb),31.0,24.44,-21.0,182,8,2020,2,2020-08-Q2,AZUAY,perecedero,completo
Cebolla Perla Nacional Seca (Malla aprox. 100 lb),22.86,18.88,-17.0,190,12,2020,2,2020-12-Q2,AZUAY,perecedero,completo
Cebolla Perla Nacional Seca (Malla aprox. 100 lb),20.75,45.0,117.0,174,4,2020,2,2020-04-Q2,AZUAY,perecedero,completo
Cebolla Perla Nacional Seca (Malla aprox. 100 lb),31.89,37.58,18.0,251,7,2023,2,2023-07-Q2,AZUAY,perecedero,completo
Cebolla Perla Nacional Seca (Malla aprox. 100 lb),32.67,41.0,26.0,269,6,2024,2,2024-06-Q2,AZUAY,perecedero,completo
Cebolla Perla Nacional Seca (Malla aprox. 100 lb),13.89,14.0,1.0,166,12,2019,2,2019-12-Q2,AZUAY,perecedero,completo
Cebolla Perla Nacional Seca (Malla aprox. 100 lb),28.56,25.29,-11.0,259,11,2023,2,2023-11-Q2,AZUAY,perecedero,completo
Cebolla Perla Nacional Seca (Malla aprox. 100 lb),34.25,31.14,,236,11,2022,2,2022-11-Q2,AZUAY,perecedero,completo
Cebolla Perla Nacional Seca (Malla aprox. 100 lb),37.33,40.43,8.0,154,6,2019,2,2019-06-Q2,AZUAY,perecedero,completo
Cebolla Perla Nacional Seca (Malla aprox. 100 lb),29.63,34.25,16.0,234,10,2022,2,2022-10-Q2,AZUAY,perecedero,completo
Cebolla Colorada Nacional Seca (Malla aprox. 100 lb),33.67,29.56,-12.0,228,7,2022,2,2022-07-Q2,AZUAY,perecedero,completo
Cebolla Perla Nacional Seca (Malla aprox. 100 lb),47.67,28.56,-40.0,257,10,2023,2,2023-10-Q2,AZUAY,perecedero,completo
Cebolla Perla Nacional Seca (Malla aprox. 100 lb),47.25,47.67,1.0,255,9,2023,2,2023-09-Q2,AZUAY,perecedero,completo
Cebolla Perla Nacional Seca (Malla aprox. 100 lb),26.5,34.0,28.0,266,3,2024,2,2024-03-Q2,AZUAY,perecedero,completo
Cebolla Perla Nacional Seca (Malla aprox. 100 lb),31.11,29.0,-7.0,230,8,2022,2,2022-08-Q2,AZUAY,perecedero,completo
Cebolla Perla Nacional Seca (Malla aprox. 100lb),29.78,32.13,8.0,146,2,2019,2,2019-02-Q2,AZUAY,perecedero,completo
Cebolla Perla Nacional Seca (Malla aprox. 100 lb),37.38,46.25,24.0,222,4,2022,2,2022-04-Q2,AZUAY,perecedero,completo
Col (Unidad aprox. 13 lb),0.58,0.5,-13.0,214,12,2021,2,2021-12-Q2,AZUAY,perecedero,completo
Col (Unidad aprox. 13lb),0.75,0.63,-16.0,148,3,2019,2,2019-03-Q2,AZUAY,perecedero,completo
Col (Unidad aprox. 13 lb),0.5,1.05,110.0,216,1,2022,2,2022-01-Q2,AZUAY,perecedero,completo
Col (Unidad aprox. 13 lb),0.95,0.88,-8.0,180,7,2020,2,2020-07-Q2,AZUAY,perecedero,completo
Col (Unidad aprox. 13 lb),0.51,0.7,37.0,192,1,2021,2,2021-01-Q2,AZUAY,perecedero,completo
Col (Unidad aprox. 13 lb),0.52,0.58,10.0,166,12,2019,2,2019-12-Q2,AZUAY,perecedero,completo
Col (Unidad aprox. 13 lb),0.81,0.87,8.0,154,6,2019,2,2019-06-Q2,AZUAY,perecedero,completo
Col (Unidad aprox. 13 lb),0.94,0.94,0.0,269,6,2024,2,2024-06-Q2,AZUAY,perecedero,completo
Col (Unidad aprox. 13 lb),1.75,1.19,-32.0,277,10,2024,2,2024-10-Q2,AZUAY,perecedero,completo
Col (Unidad aprox. 13 lb),1.0,1.0,0.0,202,6,2021,2,2021-06-Q2,AZUAY,perecedero,completo
Col (Unidad aprox. 13 lb),0.72,0.83,15.0,184,9,2020,2,2020-09-Q2,AZUAY,perecedero,completo
Col (Unidad aprox. 13 lb),1.0,0.94,-6.0,176,5,2020,2,2020-05-Q2,AZUAY,perecedero,completo
Col (Unidad aprox. 13 lb),1.0,1.0,0.0,264,2,2024,1,2024-02-Q1,AZUAY,perecedero,completo
Col (Unidad aprox. 13 lb),1.06,1.17,10.0,281,12,2024,2,2024-12-Q2,AZUAY,perecedero,completo
Col (Unidad aprox. 13 lb),1.0,1.0,0.0,174,4,2020,2,2020-04-Q2,AZUAY,perecedero,completo
Col (Unidad aprox. 13 lb),0.94,0.56,-40.0,251,7,2023,2,2023-07-Q2,AZUAY,perecedero,completo
Col (Unidad aprox. 13 lb),1.13,1.0,-11.0,255,9,2023,2,2023-09-Q2,AZUAY,perecedero,completo
Col (Unidad aprox. 13 lb),0.87,0.93,6.0,210,10,2021,2,2021-10-Q2,AZUAY,perecedero,completo
Col (Unidad aprox. 13 lb),1.0,1.0,0.0,257,10,2023,2,2023-10-Q2,AZUAY,perecedero,completo
Col (Unidad aprox. 13 lb),0.7,0.97,38.0,194,2,2021,2,2021-02-Q2,AZUAY,perecedero,completo
Col (Unidad aprox. 13 lb),1.0,0.9,-10.0,222,4,2022,2,2022-04-Q2,AZUAY,perecedero,completo
Col (Unidad aprox. 13 lb),1.0,1.0,0.0,204,7,2021,2,2021-07-Q2,AZUAY,perecedero,completo
Col (Unidad aprox. 13 lb),1.0,1.0,0.0,230,8,2022,2,2022-08-Q2,AZUAY,perecedero,completo
Col (Unidad aprox. 13lb),0.53,1.16,119.0,170,2,2020,2,2020-02-Q2,AZUAY,perecedero,completo
Cebolla Perla Nacional Seca (Malla aprox. 100 lb),32.33,32.67,1.0,267,5,2024,2,2024-05-Q2,AZUAY,perecedero,completo
Col (Unidad aprox. 13 lb),1.0,1.03,3.0,273,8,2024,2,2024-08-Q2,AZUAY,perecedero,completo
Col (Unidad aprox. 13 lb),1.0,1.0,0.0,241,2,2023,2,2023-02-Q2,AZUAY,perecedero,completo
Col (Unidad aprox. 13Ib),0.61,0.67,10.0,144,1,2019,2,2019-01-Q2,AZUAY,perecedero,completo
Col (Unidad aprox. 13 lb),1.0,0.98,-3.0,160,9,2019,2,2019-09-Q2,AZUAY,perecedero,completo
Col (Unidad aprox. 13 lb),0.77,1.0,30.0,237,12,2022,2,2022-12-Q2,AZUAY,perecedero,completo
Col (Unidad aprox. 13 lb),0.94,0.95,1.0,178,6,2020,2,2020-06-Q2,AZUAY,perecedero,completo
Col (Unidad aprox. 13lb),0.67,0.75,12.0,146,2,2019,2,2019-02-Q2,AZUAY,perecedero,completo
Col (Unidad aprox. 13 lb),0.53,0.75,42.0,188,11,2020,2,2020-11-Q2,AZUAY,perecedero,completo
Cebolla Perla Nacional Seca (Malla aprox. 100 lb),22.75,23.75,4.0,162,10,2019,2,2019-10-Q2,AZUAY,perecedero,completo
Col (Unidad aprox. 13 lb),0.63,0.94,50.0,226,6,2022,2,2022-06-Q2,AZUAY,perecedero,completo
Col (Unidad aprox. 13 lb),1.09,1.0,,220,3,2022,2,2022-03-Q2,AZUAY,perecedero,completo
Col (Unidad aprox. 13 lb),0.71,0.94,32.0,249,6,2023,2,2023-06-Q2,AZUAY,perecedero,completo
Col (Unidad aprox. 13 lb),0.9,1.0,11.0,263,1,2024,2,2024-01-Q2,AZUAY,perecedero,completo
Col (Unidad aprox. 13 lb),1.0,1.09,9.0,266,4,2024,2,2024-04-Q2,AZUAY,perecedero,completo
Col (Unidad aprox. 13lb),0.63,0.69,10.0,150,4,2019,2,2019-04-Q2,AZUAY,perecedero,completo
Col (Unidad aprox. 13 lb),1.0,0.69,-31.0,243,3,2023,2,2023-03-Q2,AZUAY,perecedero,completo
Col (Unidad aprox. 13 lb),0.83,0.53,-37.0,186,10,2020,2,2020-10-Q2,AZUAY,perecedero,completo
Col (Unidad aprox. 13lb),0.69,0.81,16.0,152,5,2019,2,2019-05-Q2,AZUAY,perecedero,completo
Col (Unidad aprox. 13 lb),0.69,0.65,-5.0,245,4,2023,2,2023-04-Q2,AZUAY,perecedero,completo
Col (Unidad aprox. 13 lb),1.19,1.06,-11.0,279,11,2024,2,2024-11-Q2,AZUAY,perecedero,completo
Col (Unidad aprox. 13 lb),0.9,0.63,-31.0,224,5,2022,2,2022-05-Q2,AZUAY,perecedero,completo
Col (Unidad aprox. 13 lb),0.95,0.77,-19.0,236,11,2022,2,2022-11-Q2,AZUAY,perecedero,completo
Col (Unidad aprox. 13 lb),0.87,1.0,15.0,156,7,2019,2,2019-07-Q2,AZUAY,perecedero,completo
Col (Unidad aprox. 13 lb),1.0,1.0,0.0,232,9,2022,2,2022-09-Q2,AZUAY,perecedero,completo
Col (Unidad aprox. 13 lb),0.94,1.0,7.0,271,7,2024,2,2024-07-Q2,AZUAY,perecedero,completo
Col (Unidad aprox. 13 lb),0.75,0.51,-32.0,190,12,2020,2,2020-12-Q2,AZUAY,perecedero,completo
Col (Unidad aprox. 13 lb),1.0,1.0,0.0,266,3,2024,2,2024-03-Q2,AZUAY,perecedero,completo
Col (Unidad aprox. 13 lb),0.94,1.0,6.0,198,4,2021,2,2021-04-Q2,AZUAY,perecedero,completo
Col (Unidad aprox. 13 lb),1.0,0.9,-10.0,261,12,2023,2,2023-12-Q2,AZUAY,perecedero,completo
Col (Unidad aprox. 13 lb),0.93,0.58,-38.0,212,11,2021,2,2021-11-Q2,AZUAY,perecedero,completo
Col (Unidad aprox. 13 lb),1.05,1.09,4.0,218,2,2022,2,2022-02-Q2,AZUAY,perecedero,completo
Col (Unidad aprox. 13 lb),1.0,1.0,0.0,259,11,2023,2,2023-11-Q2,AZUAY,perecedero,completo
Col (Unidad aprox. 13 lb),1.0,1.0,0.0,239,1,2023,2,2023-01-Q2,AZUAY,perecedero,completo
Col (Unidad aprox. 13 lb),1.0,0.87,-13.0,208,9,2021,2,2021-09-Q2,AZUAY,perecedero,completo
Col (Unidad aprox. 13 lb),1.03,1.75,70.0,275,9,2024,2,2024-09-Q2,AZUAY,perecedero,completo
Col (Unidad aprox. 13 lb),0.97,0.94,-3.0,196,3,2021,2,2021-03-Q2,AZUAY,perecedero,completo
Cebolla Perla Nacional Seca (Malla aprox. 100 lb),37.75,31.11,-18.0,228,7,2022,2,2022-07-Q2,AZUAY,perecedero,completo
Col (Unidad aprox. 13 lb),1.0,0.95,-5.0,234,10,2022,2,2022-10-Q2,AZUAY,perecedero,completo
Col (Unidad aprox. 13lb),1.16,1.0,-14.0,172,3,2020,2,2020-03-Q2,AZUAY,perecedero,completo
Col (Unidad aprox. 13 lb),0.88,0.72,-18.0,182,8,2020,2,2020-08-Q2,AZUAY,perecedero,completo
Col (Unidad aprox. 13 lb),1.0,1.0,0.0,206,8,2021,2,2021-08-Q2,AZUAY,perecedero,completo
Col (Unidad aprox. 13 lb),0.56,1.13,100.0,253,8,2023,2,2023-08-Q2,AZUAY,perecedero,completo
Col (Unidad aprox. 131b),0.58,0.5,-13.0,167,1,2020,1,2020-01-Q1,AZUAY,perecedero,completo
Col (Unidad aprox. 13 lb),1.0,1.0,0.0,158,8,2019,2,2019-08-Q2,AZUAY,perecedero,completo
Col (Unidad aprox. 13 lb),0.88,0.58,-35.0,163,11,2019,1,2019-11-Q1,AZUAY,perecedero,completo
Col (Unidad aprox. 13 lb),0.65,0.71,10.0,247,5,2023,2,2023-05-Q2,AZUAY,perecedero,completo
Col (Unidad aprox. 13 lb),1.0,1.0,0.0,200,5,2021,2,2021-05-Q2,AZUAY,perecedero,completo
Frejol Tierno en Vaina Canario (Saco aprox. 55 lb),,,,257,10,2023,2,2023-10-Q2,AZUAY,perecedero,invalido
Frejol Tierno en Vaina Canario (Saco aprox. 95 lb),27.0,29.29,8.0,174,4,2020,2,2020-04-Q2,AZUAY,perecedero,completo
Frejol Tierno en Vaina Canario (Saco aprox. 95 lb),20.0,27.25,36.0,212,11,2021,2,2021-11-Q2,AZUAY,perecedero,completo
Frejol Tierno en Vaina Canario (Saco aprox. 95 lb),24.0,12.5,-48.0,182,8,2020,2,2020-08-Q2,AZUAY,perecedero,completo
Frejol Tierno en Vaina Canario (Saco aprox. 95 lb) 34.60,,,,200,5,2021,2,2021-05-Q2,AZUAY,perecedero,invalido
Frejol Tierno en Vaina Canario (Saco aprox. 55 lb),40.0,33.25,-17.0,266,3,2024,2,2024-03-Q2,AZUAY,perecedero,completo
Frejol Tierno enVaina Canario (Saco aprox. 95lb),37.11,34.75,,146,2,2019,2,2019-02-Q2,AZUAY,perecedero,completo
Frejol Tierno en Vaina Canario (Saco aprox. 95 lb) 35.00,,,,204,7,2021,2,2021-07-Q2,AZUAY,perecedero,invalido
Frejol Tierno en Vaina Canario (Saco aprox. 55 lb),23.5,22.13,-6.0,273,8,2024,2,2024-08-Q2,AZUAY,perecedero,completo
Frejol Tierno en Vaina Canario (Saco aprox. 55 lb) 20.00 +++,,,,277,10,2024,2,2024-10-Q2,AZUAY,perecedero,invalido
Frejol Tierno en Vaina Canario (Saco aprox. 55 lb),21.88,24.5,12.0,154,6,2019,2,2019-06-Q2,AZUAY,perecedero,completo
Frejol Tierno enVaina Canario (Saco aprox. 95lb),31.38,27.0,-14.0,172,3,2020,2,2020-03-Q2,AZUAY,perecedero,completo
Frejol Tierno en Vaina Canario (Saco aprox. 55 lb) 30.67 +++,,,,279,11,2024,2,2024-11-Q2,AZUAY,perecedero,invalido
Frejol Tierno en Vaina Canario (Saco aprox. 95lb),33.5,35.0,4.0,167,1,2020,1,2020-01-Q1,AZUAY,perecedero,completo
Frejol Tierno en Vaina Canario (Saco aprox. 95 lb) 35.00,,,,202,6,2021,2,2021-06-Q2,AZUAY,perecedero,invalido
Frejol Tierno en Vaina Canario (Saco aprox. 55 lb),40.0,25.86,-35.0,247,5,2023,2,2023-05-Q2,AZUAY,perecedero,completo
Frejol Tierno en Vaina Canario (Saco aprox. 95 lb),36.57,34.0,-7.0,196,3,2021,2,2021-03-Q2,AZUAY,perecedero,completo
Col (Unidad aprox. 13 lb),0.98,0.88,-9.0,162,10,2019,2,2019-10-Q2,AZUAY,perecedero,completo
Frejol Tierno en Vaina Canario (Saco aprox. 55 lb) 29.14,,,,259,11,2023,2,2023-11-Q2,AZUAY,perecedero,invalido
Frejol Tierno enVaina Canario (Saco aprox.55 lb) 24.50,,,,156,7,2019,2,2019-07-Q2,AZUAY,perecedero,invalido
Frejol Tierno en Vaina Canario (Saco aprox. 55 lb),25.86,34.8,35.0,249,6,2023,2,2023-06-Q2,AZUAY,perecedero,completo
Frejol Tierno enVaina Canario (Saco aprox.55 lb),30.5,28.25,-7.0,237,12,2022,2,2022-12-Q2,AZUAY,perecedero,completo
Frejol Tierno en Vaina Canario (Saco aprox. 55 lb),30.67,33.33,9.0,281,12,2024,2,2024-12-Q2,AZUAY,perecedero,completo
Frejol Tierno en Vaina Canario (Saco aprox.95lb),35.0,35.0,,170,2,2020,2,2020-02-Q2,AZUAY,perecedero,completo
Frejol Tierno en Vaina Canario (Saco aprox. 95 lb),37.0,38.25,3.0,163,11,2019,1,2019-11-Q1,AZUAY,perecedero,completo
Frejol Tierno en Vaina Canario (Saco aprox. 95 lb),,,,206,8,2021,2,2021-08-Q2,AZUAY,perecedero,invalido
Col (Unidad aprox. 13 lb),0.94,1.0,7.0,228,7,2022,2,2022-07-Q2,AZUAY,perecedero,completo
Frejol Tierno enVaina Canario (Saco aprox.55 lb),26.67,25.44,-5.0,158,8,2019,2,2019-08-Q2,AZUAY,perecedero,completo
Frejol Tierno en Vaina Canario (Saco aprox. 55 lb),29.14,32.56,,261,12,2023,2,2023-12-Q2,AZUAY,perecedero,completo
Frejol Tierno en Vaina Canario (Saco aprox. 95 lb) 20.00,,,,210,10,2021,2,2021-10-Q2,AZUAY,perecedero,invalido
Frejol Tierno en Vaina Canario (Saco aprox. 95 lb),34.0,34.6,2.0,198,4,2021,2,2021-04-Q2,AZUAY,perecedero,completo
Frejol Tierno en Vaina Canario (Saco aprox.55 lb),39.0,36.0,-8.0,226,6,2022,2,2022-06-Q2,AZUAY,perecedero,completo
Frejol Tierno en Vaina Canario (Saco aprox. 95 lb),22.88,29.88,31.0,220,3,2022,2,2022-03-Q2,AZUAY,perecedero,completo
Frejol Tierno en Vaina Canario (Saco aprox. 95lb) 31.50,,,,150,4,2019,2,2019-04-Q2,AZUAY,perecedero,invalido
Frejol Tierno en Vaina Canario (Saco aprox. 55 lb),22.13,20.0,-10.0,275,9,2024,2,2024-09-Q2,AZUAY,perecedero,completo
Frejol Tierno en Vaina Canario (Saco aprox. 95 lb) 23.00,,,,186,10,2020,2,2020-10-Q2,AZUAY,perecedero,invalido
Frejol Tierno enVaina Canario(Saco aprox.55lb),25.13,21.88,-13.0,152,5,2019,2,2019-05-Q2,AZUAY,perecedero,completo
Frejol Tierno en Vaina Canario(Saco aprox. 95 lb),38.86,39.0,0.0,224,5,2022,2,2022-05-Q2,AZUAY,perecedero,completo
Frejol Tierno en Vaina Canario (Saco aprox. 55 lb),23.5,23.5,0.0,271,7,2024,2,2024-07-Q2,AZUAY,perecedero,completo
Frejol Tierno en Vaina Canario (Saco aprox. 95 lb),24.25,28.63,18.0,190,12,2020,2,2020-12-Q2,AZUAY,perecedero,completo
Frejol Tierno en Vaina Canario (Saco aprox. 55 lb),32.56,38.89,19.0,263,1,2024,2,2024-01-Q2,AZUAY,perecedero,completo
Frejol Tierno en Vaina Canario (Saco aprox. 55 lb) 25.00,,,,232,9,2022,2,2022-09-Q2,AZUAY,perecedero,invalido
Frejol Tierno en Vaina Canario (Saco aprox.55 lb) 30.50,,,,236,11,2022,2,2022-11-Q2,AZUAY,perecedero,invalido
Frejol Tierno en Vaina Canario (Saco aprox. 95 lb),,,,208,9,2021,2,2021-09-Q2,AZUAY,perecedero,invalido
Frejol Tierno en Vaina Canario (Saco aprox. 55 lb),,,,253,8,2023,2,2023-08-Q2,AZUAY,perecedero,invalido
Frejol Tierno en Vaina Canario (Saco aprox. 55 lb),,,,234,10,2022,2,2022-10-Q2,AZUAY,perecedero,invalido
Frejol Tierno en Vaina Canario (Saco aprox. 95 lb) 12.50,,,,184,9,2020,2,2020-09-Q2,AZUAY,perecedero,invalido
Frutilla (Balde aprox. 30 lb),28.13,26.6,-5.0,245,4,2023,2,2023-04-Q2,AZUAY,perecedero,completo
Frejol Tierno en Vaina Canario (Saco aprox. 95 lb),23.0,24.25,5.0,188,11,2020,2,2020-11-Q2,AZUAY,perecedero,completo
Frejol Tierno en Vaina Canario (Saco aprox. 55 lb),32.71,35.13,7.0,243,3,2023,2,2023-03-Q2,AZUAY,perecedero,completo
Frejol Tierno en Vaina Canario (Saco aprox. 95 lb),23.6,22.88,-3.0,218,2,2022,2,2022-02-Q2,AZUAY,perecedero,completo
Frejol Tierno en Vaina Canario (Saco aprox. 55 lb) 34.80,,,,251,7,2023,2,2023-07-Q2,AZUAY,perecedero,invalido
Frejol Tierno en Vaina Canario (Saco aprox. 55 lb),,,,255,9,2023,2,2023-09-Q2,AZUAY,perecedero,invalido
Frejol Tierno en Vaina Canario (Saco aprox. 95 lb),36.38,36.57,1.0,194,2,2021,2,2021-02-Q2,AZUAY,perecedero,completo
Frejol Tierno en Vaina Canario (Saco aprox. 95 lb),29.88,38.86,30.0,222,4,2022,2,2022-04-Q2,AZUAY,perecedero,completo
Frejol Tierno en Vaina Canario (Saco aprox. 55 lb),33.25,26.0,-22.0,266,4,2024,2,2024-04-Q2,AZUAY,perecedero,completo
Frejol Tierno en Vaina Canario (Saco aprox.55 lb),,,,230,8,2022,2,2022-08-Q2,AZUAY,perecedero,invalido
Col (Unidad aprox. 13 lb),1.09,0.94,-14.0,267,5,2024,2,2024-05-Q2,AZUAY,perecedero,completo
Frejol Tierno en Vaina Canario (Saco aprox. 55 lb),29.43,32.71,11.0,241,2,2023,2,2023-02-Q2,AZUAY,perecedero,completo
Frejol Tierno en Vaina Canario (Saco aprox. 95lb),31.44,37.11,18.0,144,1,2019,2,2019-01-Q2,AZUAY,perecedero,completo
Frejol Tierno en Vaina Canario (Saco aprox. 95 lb),29.0,30.0,3.0,178,6,2020,2,2020-06-Q2,AZUAY,perecedero,completo
Frejol Tierno enVaina Canario (Saco aprox.55 lb),25.44,31.63,24.0,160,9,2019,2,2019-09-Q2,AZUAY,perecedero,completo
Frejol Tierno en Vaina Canario (Saco aprox. 95 lb),29.29,29.0,-1.0,176,5,2020,2,2020-05-Q2,AZUAY,perecedero,completo
Frejol Tierno en Vaina Canario (Saco aprox. 95 lb),28.63,36.38,27.0,192,1,2021,2,2021-01-Q2,AZUAY,perecedero,completo
Frejol Tierno en Vaina Canario (Saco aprox. 55 lb),28.25,29.43,4.0,239,1,2023,2,2023-01-Q2,AZUAY,perecedero,completo
Frejol Tierno en Vaina Canario (Saco aprox. 95 lb),30.0,24.0,-20.0,180,7,2020,2,2020-07-Q2,AZUAY,perecedero,completo
Frejol Tierno en Vaina Canario (Saco aprox. 95lb),34.75,31.5,-9.0,148,3,2019,2,2019-03-Q2,AZUAY,perecedero,completo
Frejol Tierno en Vaina Canario (Saco aprox. 95 lb),27.25,25.14,-8.0,214,12,2021,2,2021-12-Q2,AZUAY,perecedero,completo
Frejol Tierno en Vaina Canario (Saco aprox. 55 lb),38.89,41.67,7.0,264,2,2024,1,2024-02-Q1,AZUAY,perecedero,completo
Frejol Tierno en Vaina Canario (Saco aprox. 55 lb),26.0,23.5,-10.0,269,6,2024,2,2024-06-Q2,AZUAY,perecedero,completo
Frejol Tierno en Vaina Canario (Saco aprox. 55 lb),35.33,33.5,-5.0,166,12,2019,2,2019-12-Q2,AZUAY,perecedero,completo
Frejol Tierno en Vaina Canario (Saco aprox. 95 lb),25.14,23.6,-6.0,216,1,2022,2,2022-01-Q2,AZUAY,perecedero,completo
Frutilla (Balde aprox. 30 lb),26.0,26.0,0.0,263,1,2024,2,2024-01-Q2,AZUAY,perecedero,completo
Frutilla (Balde aprox. 30 lb),26.13,24.5,-6.0,212,11,2021,2,2021-11-Q2,AZUAY,perecedero,completo
Frutilla (Balde aprox. 30 lb),25.0,26.0,4.0,208,9,2021,2,2021-09-Q2,AZUAY,perecedero,completo
Frutilla (Balde aprox. 30 lb),26.0,26.13,0.0,210,10,2021,2,2021-10-Q2,AZUAY,perecedero,completo
Frutilla (Balde aprox. 30 lb),24.33,26.0,7.0,178,6,2020,2,2020-06-Q2,AZUAY,perecedero,completo
Frutilla (Balde aprox. 30 lb),26.0,25.44,-2.0,180,7,2020,2,2020-07-Q2,AZUAY,perecedero,completo
Frutilla (Balde aprox. 30lb),24.25,25.0,3.0,170,2,2020,2,2020-02-Q2,AZUAY,perecedero,completo
Frutilla (Balde aprox. 30 lb),25.44,25.0,-2.0,182,8,2020,2,2020-08-Q2,AZUAY,perecedero,completo
Frutilla (Balde aprox. 30 lb),24.75,23.14,-6.0,174,4,2020,2,2020-04-Q2,AZUAY,perecedero,completo
Frutilla (Balde aprox. 30 lb),25.5,26.88,5.0,190,12,2020,2,2020-12-Q2,AZUAY,perecedero,completo
Frutilla (Balde aprox. 30 lb),25.0,25.11,,158,8,2019,2,2019-08-Q2,AZUAY,perecedero,completo
Frutilla (Balde aprox. 30 lb),26.88,27.38,2.0,200,5,2021,2,2021-05-Q2,AZUAY,perecedero,completo
Frutilla (Balde aprox. 30 lb),27.57,26.0,-6.0,261,12,2023,2,2023-12-Q2,AZUAY,perecedero,completo
Frutilla (Balde aprox. 30 lb),24.0,26.88,12.0,266,3,2024,2,2024-03-Q2,AZUAY,perecedero,completo
Frutilla (Balde aprox. 30lb),25.0,24.75,-1.0,150,4,2019,2,2019-04-Q2,AZUAY,perecedero,completo
Frutilla (Balde aprox. 30 lb),26.13,25.5,-2.0,220,3,2022,2,2022-03-Q2,AZUAY,perecedero,completo
Frutilla (Balde aprox. 30 lb),24.75,25.83,4.0,239,1,2023,2,2023-01-Q2,AZUAY,perecedero,completo
Frutilla (Balde aprox. 30 lb),26.5,27.5,4.0,226,6,2022,2,2022-06-Q2,AZUAY,perecedero,completo
Frutilla (Balde aprox. 30lb),24.17,24.0,-1.0,167,1,2020,1,2020-01-Q1,AZUAY,perecedero,completo
Frejol Tierno en Vaina Canario (Saco aprox. 55 lb) 36.00,,,,228,7,2022,2,2022-07-Q2,AZUAY,perecedero,invalido
Frutilla (Balde aprox. 30lb),24.58,25.0,2.0,148,3,2019,2,2019-03-Q2,AZUAY,perecedero,completo
Frutilla (Balde aprox. 30 lb),23.8,26.13,10.0,218,2,2022,2,2022-02-Q2,AZUAY,perecedero,completo
Frutilla (Balde aprox. 30 lb),25.11,25.0,0.0,160,9,2019,2,2019-09-Q2,AZUAY,perecedero,completo
Frutilla (Balde aprox. 30 lb),24.13,24.17,0.0,166,12,2019,2,2019-12-Q2,AZUAY,perecedero,completo
Frutilla (Balde aprox. 30 lb),29.14,30.0,3.0,269,6,2024,2,2024-06-Q2,AZUAY,perecedero,completo
Frutilla (Balde aprox. 30 lb),25.83,25.43,-2.0,241,2,2023,2,2023-02-Q2,AZUAY,perecedero,completo
Frutilla (Balde aprox. 30lb),24.75,25.25,2.0,152,5,2019,2,2019-05-Q2,AZUAY,perecedero,completo
Frutilla (Balde aprox. 30 lb),22.57,23.8,5.0,216,1,2022,2,2022-01-Q2,AZUAY,perecedero,completo
