producto,provincia,periodo,precio_actual,precio_t1,precio_t2,variacion_t2_t1,promedio_movil_2q,promedio_movil_3q,volatilidad_3q,momentum,año,mes,quincena,variacion_real,comportamiento,categoria,producto_encoded,provincia_encoded,categoria_perecedero
Frejol en Vaina - Gema (Bulto aprox. 110 lb),PICHINCHA,2025-08-Q1,42.89,42.89,49.67,-13.65,46.28,47.0633,3.6514,-0.118,2025,8,1,0.0,Estable,perecedero,22,2,1
Frejol en Vaina - Gema (Bulto aprox. 110 lb),PICHINCHA,2025-08-Q2,34.67,42.89,42.89,0.0,42.89,45.15,3.9144,-0.1365,2025,8,2,-19.17,Caída,perecedero,22,2,1
Frejol en Vaina - Gema (Bulto aprox. 110 lb),PICHINCHA,2025-09-Q1,46.67,34.67,42.89,-19.17,38.78,40.15,4.7458,-0.1917,2025,9,1,34.61,Alza,perecedero,22,2,1
Frejol en Vaina - Gema (Bulto aprox. 110 lb),PICHINCHA,2025-09-Q2,46.74,46.67,34.67,34.61,40.67,41.41,6.1354,0.0881,2025,9,2,0.15,Estable,perecedero,22,2,1
Frejol en Vaina - Gema (Bulto aprox. 110 lb),PICHINCHA,2025-10-Q1,48.78,46.74,46.67,0.15,46.705,42.6933,6.9485,0.3481,2025,10,1,4.36,Estable,perecedero,22,2,1
Frejol en Vaina - Gema (Bulto aprox. 110 lb),PICHINCHA,2025-10-Q2,45.54,48.78,46.74,4.36,47.76,47.3967,1.1985,0.0452,2025,10,2,-6.64,Estable,perecedero,22,2,1
Frejol en Vaina - Gema (Bulto aprox. 110 lb),PICHINCHA,2025-11-Q1,37.34,45.54,48.78,-6.64,47.16,47.02,1.638,-0.0257,2025,11,1,-18.01,Caída,perecedero,22,2,1
Frejol en Vaina - Gema (Bulto aprox. 110 lb),PICHINCHA,2025-11-Q2,39.34,37.34,45.54,-18.01,41.44,43.8867,5.8965,-0.2345,2025,11,2,5.36,Estable,perecedero,22,2,1
Frejol en Vaina - Gema (Bulto aprox. 110 lb),PICHINCHA,2025-12-Q1,50.0,39.34,37.34,5.36,38.34,40.74,4.2755,-0.1361,2025,12,1,27.1,Alza,perecedero,22,2,1
Frejol en Vaina - Gema (Bulto aprox. 110 lb),PICHINCHA,2025-12-Q2,44.5,50.0,39.34,27.1,44.67,42.2267,6.8058,0.339,2025,12,2,-11.0,Caída,perecedero,22,2,1
Frejol en Vaina - Gema (Bulto aprox. 110 lb),PICHINCHA,2026-01-Q1,31.0,44.5,50.0,-11.0,47.25,44.6133,5.3309,0.1312,2026,1,1,-30.34,Caída,perecedero,22,2,1
Frejol en Vaina - Gema (Bulto aprox. 110 lb),PICHINCHA,2026-01-Q2,33.5,31.0,44.5,-30.34,37.75,41.8333,9.7767,-0.38,2026,1,2,8.06,Alza,perecedero,22,2,1
Frejol en Vaina - Gema (Bulto aprox. 110 lb),PICHINCHA,2026-02-Q1,39.33,33.5,31.0,8.06,32.25,36.3333,7.1822,-0.2472,2026,2,1,17.4,Alza,perecedero,22,2,1
Frejol en Vaina - Gema (Bulto aprox. 110 lb),PICHINCHA,2026-02-Q2,38.76,39.33,33.5,17.4,36.415,34.61,4.2745,0.2687,2026,2,2,-1.45,Estable,perecedero,22,2,1
Frejol en Vaina - Gema (Bulto aprox. 110 lb),PICHINCHA,2026-03-Q1,42.5,38.76,39.33,-1.45,39.045,37.1967,3.2141,0.157,2026,3,1,9.65,Alza,perecedero,22,2,1
Frejol en Vaina - Gema (Bulto aprox. 110 lb),PICHINCHA,2026-03-Q2,40.22,42.5,38.76,9.65,40.63,40.1967,2.015,0.0806,2026,3,2,-5.36,Estable,perecedero,22,2,1
Frejol en Vaina - Gema (Bulto aprox. 110 lb),PICHINCHA,2026-04-Q1,31.89,40.22,42.5,-5.36,41.36,40.4933,1.8849,0.0377,2026,4,1,-20.71,Caída,perecedero,22,2,1
Frejol en Vaina - Gema (Bulto aprox. 110 lb),PICHINCHA,2026-04-Q2,31.57,31.89,40.22,-20.71,36.055,38.2033,5.5851,-0.2496,2026,4,2,-1.0,Estable,perecedero,22,2,1
Frejol en Vaina - Gema (Bulto aprox. 110 lb),PICHINCHA,2026-05-Q1,32.25,31.57,31.89,-1.0,31.73,34.56,4.9043,-0.2151,2026,5,1,2.15,Estable,perecedero,22,2,1
Frejol en Vaina - Gema (Bulto aprox. 110 lb),PICHINCHA,2026-05-Q2,35.85,32.25,31.57,2.15,31.91,31.9033,0.3402,0.0113,2026,5,2,11.16,Alza,perecedero,22,2,1
Frejol en Vaina - Gema (Bulto aprox. 110 lb),PICHINCHA,2026-06-Q1,35.67,35.85,32.25,11.16,34.05,33.2233,2.3,0.1356,2026,6,1,-0.5,Estable,perecedero,22,2,1
Frejol en Vaina - Gema (Bulto aprox. 110 lb),PICHINCHA,2026-06-Q2,35.0,35.67,35.85,-0.5,35.76,34.59,2.0285,0.106,2026,6,2,-1.88,Estable,perecedero,22,2,1
Frejol en Vaina - Gema (Bulto aprox. 110 lb),PICHINCHA,2026-07-Q1,35.5,35.0,35.67,-1.88,35.335,35.5067,0.4479,-0.0237,2026,7,1,1.43,Estable,perecedero,22,2,1
Frutilla (Balde aprox. 25 lb),PICHINCHA,2019-01-Q2,21.5,21.5,,,,,0.0,0.0,2019,1,2,0.0,Estable,perecedero,23,2,1
Frutilla (Balde aprox. 25 lb),PICHINCHA,2019-02-Q1,21.5,21.5,21.5,0.0,21.5,,0.0,0.0,2019,2,1,0.0,Estable,perecedero,23,2,1
Frutilla (Balde aprox. 25 lb),PICHINCHA,2019-02-Q2,21.5,21.5,21.5,0.0,21.5,21.5,0.0,0.0,2019,2,2,0.0,Estable,perecedero,23,2,1
Frutilla (Balde aprox. 25 lb),PICHINCHA,2019-03-Q1,21.5,21.5,21.5,0.0,21.5,21.5,0.0,0.0,2019,3,1,0.0,Estable,perecedero,23,2,1
Frutilla (Balde aprox. 25 lb),PICHINCHA,2019-03-Q2,21.5,21.5,21.5,0.0,21.5,21.5,0.0,0.0,2019,3,2,0.0,Estable,perecedero,23,2,1
Frutilla (Balde aprox. 25 lb),PICHINCHA,2019-04-Q1,21.5,21.5,21.5,0.0,21.5,21.5,0.0,0.0,2019,4,1,0.0,Estable,perecedero,23,2,1
Frutilla (Balde aprox. 25 lb),PICHINCHA,2019-04-Q2,21.5,21.5,21.5,0.0,21.5,21.5,0.0,0.0,2019,4,2,0.0,Estable,perecedero,23,2,1
Frutilla (Balde aprox. 25 lb),PICHINCHA,2019-05-Q1,21.5,21.5,21.5,0.0,21.5,21.5,0.0,0.0,2019,5,1,0.0,Estable,perecedero,23,2,1
Frutilla (Balde aprox. 25 lb),PICHINCHA,2019-05-Q2,21.5,21.5,21.5,0.0,21.5,21.5,0.0,0.0,2019,5,2,0.0,Estable,perecedero,23,2,1
Frutilla (Balde aprox. 25 lb),PICHINCHA,2019-06-Q1,21.5,21.5,21.5,0.0,21.5,21.5,0.0,0.0,2019,6,1,0.0,Estable,perecedero,23,2,1
Frutilla (Balde aprox. 25 lb),PICHINCHA,2019-06-Q2,20.78,21.5,21.5,0.0,21.5,21.5,0.0,0.0,2019,6,2,-3.35,Estable,perecedero,23,2,1
Frutilla (Balde aprox. 25 lb),PICHINCHA,2019-07-Q1,20.78,20.78,21.5,-3.35,21.14,21.26,0.4157,-0.0335,2019,7,1,0.0,Estable,perecedero,23,2,1
Frutilla (Balde aprox. 25 lb),PICHINCHA,2019-07-Q2,19.33,20.78,20.78,0.0,20.78,21.02,0.4157,-0.0335,2019,7,2,-6.98,Estable,perecedero,23,2,1
Frutilla (Balde aprox. 25 lb),PICHINCHA,2019-08-Q1,18.09,19.33,20.78,-6.98,20.055,20.2967,0.8372,-0.0698,2019,8,1,-6.41,Estable,perecedero,23,2,1
Frutilla (Balde aprox. 25 lb),PICHINCHA,2019-08-Q2,19.3,18.09,19.33,-6.41,18.71,19.4,1.3464,-0.1295,2019,8,2,6.69,Estable,perecedero,23,2,1
Frutilla (Balde aprox. 25 lb),PICHINCHA,2019-09-Q1,21.58,19.3,18.09,6.69,18.695,18.9067,0.7074,-0.0016,2019,9,1,11.81,Alza,perecedero,23,2,1
Frutilla (Balde aprox. 25 lb),PICHINCHA,2019-09-Q2,21.04,21.58,19.3,11.81,20.44,19.6567,1.7721,0.1929,2019,9,2,-2.5,Estable,perecedero,23,2,1
Frutilla (Balde aprox. 25 lb),PICHINCHA,2019-10-Q1,19.53,21.04,21.58,-2.5,21.31,20.64,1.1915,0.0902,2019,10,1,-7.18,Caída,perecedero,23,2,1
Frutilla (Balde aprox. 25 lb),PICHINCHA,2019-10-Q2,20.52,19.53,21.04,-7.18,20.285,20.7167,1.0626,-0.095,2019,10,2,5.07,Estable,perecedero,23,2,1
Frutilla (Balde aprox. 25 lb),PICHINCHA,2019-11-Q1,18.5,20.52,19.53,5.07,20.025,20.3633,0.7671,-0.0247,2019,11,1,-9.84,Caída,perecedero,23,2,1
Frutilla (Balde aprox. 25 lb),PICHINCHA,2019-11-Q2,16.48,18.5,20.52,-9.84,19.51,19.5167,1.0101,-0.0527,2019,11,2,-10.92,Caída,perecedero,23,2,1
Frutilla (Balde aprox. 25 lb),PICHINCHA,2019-12-Q1,12.89,16.48,18.5,-10.92,17.49,18.5,2.02,-0.1969,2019,12,1,-21.78,Caída,perecedero,23,2,1
Frutilla (Balde aprox. 25 lb),PICHINCHA,2019-12-Q2,12.95,12.89,16.48,-21.78,14.685,15.9567,2.8414,-0.3032,2019,12,2,0.47,Estable,perecedero,23,2,1
Frutilla (Balde aprox. 25 lb),PICHINCHA,2020-01-Q1,13.228666666666664,12.95,12.89,0.47,12.92,14.1067,2.0556,-0.2142,2020,1,1,2.15,Estable,perecedero,23,2,1
Frutilla (Balde aprox. 25 lb),PICHINCHA,2020-01-Q2,13.507333333333332,13.228666666666664,12.95,2.15,13.0893,13.0229,0.1807,0.0263,2020,1,2,2.11,Estable,perecedero,23,2,1
Frutilla (Balde aprox. 25 lb),PICHINCHA,2020-02-Q1,13.786,13.507333333333332,13.228666666666664,2.11,13.368,13.2287,0.2787,0.043,2020,2,1,2.06,Estable,perecedero,23,2,1
Frutilla (Balde aprox. 25 lb),PICHINCHA,2020-02-Q2,14.064666666666666,13.786,13.507333333333332,2.06,13.6467,13.5073,0.2787,0.0421,2020,2,2,2.02,Estable,perecedero,23,2,1
Frutilla (Balde aprox. 25 lb),PICHINCHA,2020-03-Q1,14.343333333333332,14.064666666666666,13.786,2.02,13.9253,13.786,0.2787,0.0413,2020,3,1,1.98,Estable,perecedero,23,2,1
Frutilla (Balde aprox. 25 lb),PICHINCHA,2020-03-Q2,14.622,14.343333333333332,14.064666666666666,1.98,14.204,14.0647,0.2787,0.0404,2020,3,2,1.94,Estable,perecedero,23,2,1
Frutilla (Balde aprox. 25 lb),PICHINCHA,2020-04-Q1,14.900666666666666,14.622,14.343333333333332,1.94,14.4827,14.3433,0.2787,0.0396,2020,4,1,1.91,Estable,perecedero,23,2,1
Frutilla (Balde aprox. 25 lb),PICHINCHA,2020-04-Q2,15.0,14.900666666666666,14.622,1.91,14.7613,14.622,0.2787,0.0389,2020,4,2,0.67,Estable,perecedero,23,2,1
Frutilla (Balde aprox. 25 lb),PICHINCHA,2020-05-Q1,17.8,15.0,14.900666666666666,0.67,14.9503,14.8409,0.196,0.0259,2020,5,1,18.67,Alza,perecedero,23,2,1
Frutilla (Balde aprox. 25 lb),PICHINCHA,2020-05-Q2,18.19,17.8,15.0,18.67,16.4,15.9002,1.646,0.1946,2020,5,2,2.19,Estable,perecedero,23,2,1
Frutilla (Balde aprox. 25 lb),PICHINCHA,2020-06-Q1,20.0,18.19,17.8,2.19,17.995,16.9967,1.7401,0.2127,2020,6,1,9.95,Alza,perecedero,23,2,1
Frutilla (Balde aprox. 25 lb),PICHINCHA,2020-06-Q2,19.89,20.0,18.19,9.95,19.095,18.6633,1.1739,0.1236,2020,6,2,-0.55,Estable,perecedero,23,2,1
Frutilla (Balde aprox. 25 lb),PICHINCHA,2020-07-Q1,19.0,19.89,20.0,-0.55,19.945,19.36,1.0147,0.0935,2020,7,1,-4.47,Estable,perecedero,23,2,1
Frutilla (Balde aprox. 25 lb),PICHINCHA,2020-07-Q2,18.71,19.0,19.89,-4.47,19.445,19.63,0.5484,-0.05,2020,7,2,-1.53,Estable,perecedero,23,2,1
Frutilla (Balde aprox. 25 lb),PICHINCHA,2020-08-Q1,18.2,18.71,19.0,-1.53,18.855,19.2,0.6149,-0.0593,2020,8,1,-2.73,Estable,perecedero,23,2,1
Frutilla (Balde aprox. 25 lb),PICHINCHA,2020-08-Q2,17.67,18.2,18.71,-2.73,18.455,18.6367,0.405,-0.0421,2020,8,2,-2.91,Estable,perecedero,23,2,1
Frutilla (Balde aprox. 25 lb),PICHINCHA,2020-09-Q1,18.2,17.67,18.2,-2.91,17.935,18.1933,0.52,-0.0556,2020,9,1,3.0,Estable,perecedero,23,2,1
Frutilla (Balde aprox. 25 lb),PICHINCHA,2020-09-Q2,18.48,18.2,17.67,3.0,17.935,18.0233,0.306,0.0,2020,9,2,1.54,Estable,perecedero,23,2,1
Frutilla (Balde aprox. 25 lb),PICHINCHA,2020-10-Q1,19.67,18.48,18.2,1.54,18.34,18.1167,0.4114,0.0458,2020,10,1,6.44,Estable,perecedero,23,2,1
Frutilla (Balde aprox. 25 lb),PICHINCHA,2020-10-Q2,20.22,19.67,18.48,6.44,19.075,18.7833,0.7805,0.0808,2020,10,2,2.8,Estable,perecedero,23,2,1
Frutilla (Balde aprox. 25 lb),PICHINCHA,2020-11-Q1,19.78,20.22,19.67,2.8,19.945,19.4567,0.8894,0.0942,2020,11,1,-2.18,Estable,perecedero,23,2,1
Frutilla (Balde aprox. 25 lb),PICHINCHA,2020-11-Q2,19.05,19.78,20.22,-2.18,20.0,19.89,0.291,0.0056,2020,11,2,-3.69,Estable,perecedero,23,2,1
Frutilla (Balde aprox. 25 lb),PICHINCHA,2020-12-Q1,20.0,19.05,19.78,-3.69,19.415,19.6833,0.591,-0.0579,2020,12,1,4.99,Estable,perecedero,23,2,1
Frutilla (Balde aprox. 25 lb),PICHINCHA,2020-12-Q2,18.42,20.0,19.05,4.99,19.525,19.61,0.4973,0.0111,2020,12,2,-7.9,Caída,perecedero,23,2,1
Frutilla (Balde aprox. 25 lb),PICHINCHA,2021-01-Q1,17.89,18.42,20.0,-7.9,19.21,19.1567,0.7954,-0.0331,2021,1,1,-2.88,Estable,perecedero,23,2,1
Frutilla (Balde aprox. 25 lb),PICHINCHA,2021-01-Q2,17.5,17.89,18.42,-2.88,18.155,18.77,1.0977,-0.1055,2021,1,2,-2.18,Estable,perecedero,23,2,1
Frutilla (Balde aprox. 25 lb),PICHINCHA,2021-02-Q1,16.75,17.5,17.89,-2.18,17.695,17.9367,0.4618,-0.0499,2021,2,1,-4.29,Estable,perecedero,23,2,1
Frutilla (Balde aprox. 25 lb),PICHINCHA,2021-02-Q2,16.86,16.75,17.5,-4.29,17.125,17.38,0.5794,-0.0637,2021,2,2,0.66,Estable,perecedero,23,2,1
Frutilla (Balde aprox. 25 lb),PICHINCHA,2021-03-Q1,19.17,16.86,16.75,0.66,16.805,17.0367,0.405,-0.0366,2021,3,1,13.7,Alza,perecedero,23,2,1
Frutilla (Balde aprox. 25 lb),PICHINCHA,2021-03-Q2,19.37,19.17,16.86,13.7,18.015,17.5933,1.3665,0.1445,2021,3,2,1.04,Estable,perecedero,23,2,1
Frutilla (Balde aprox. 25 lb),PICHINCHA,2021-04-Q1,16.67,19.37,19.17,1.04,19.27,18.4667,1.395,0.1489,2021,4,1,-13.94,Caída,perecedero,23,2,1
Frutilla (Balde aprox. 25 lb),PICHINCHA,2021-04-Q2,16.87,16.67,19.37,-13.94,18.02,18.4033,1.5044,-0.1304,2021,4,2,1.2,Estable,perecedero,23,2,1
Frutilla (Balde aprox. 25 lb),PICHINCHA,2021-05-Q1,19.42,16.87,16.67,1.2,16.77,17.6367,1.5044,-0.1291,2021,5,1,15.12,Alza,perecedero,23,2,1
Frutilla (Balde aprox. 25 lb),PICHINCHA,2021-05-Q2,18.83,19.42,16.87,15.12,18.145,17.6533,1.5332,0.165,2021,5,2,-3.04,Estable,perecedero,23,2,1
Frutilla (Balde aprox. 25 lb),PICHINCHA,2021-06-Q1,16.27,18.83,19.42,-3.04,19.125,18.3733,1.3349,0.1162,2021,6,1,-13.6,Caída,perecedero,23,2,1
Frutilla (Balde aprox. 25 lb),PICHINCHA,2021-06-Q2,17.08,16.27,18.83,-13.6,17.55,18.1733,1.6745,-0.1622,2021,6,2,4.98,Estable,perecedero,23,2,1
Frutilla (Balde aprox. 25 lb),PICHINCHA,2021-07-Q1,18.09,17.08,16.27,4.98,16.675,17.3933,1.3084,-0.0929,2021,7,1,5.91,Estable,perecedero,23,2,1
Frutilla (Balde aprox. 25 lb),PICHINCHA,2021-07-Q2,16.63,18.09,17.08,5.91,17.585,17.1467,0.9118,0.1119,2021,7,2,-8.07,Caída,perecedero,23,2,1
Frutilla (Balde aprox. 25 lb),PICHINCHA,2021-08-Q1,16.33,16.63,18.09,-8.07,17.36,17.2667,0.7477,-0.0263,2021,8,1,-1.8,Estable,perecedero,23,2,1
Frutilla (Balde aprox. 25 lb),PICHINCHA,2021-08-Q2,16.48,16.33,16.63,-1.8,16.48,17.0167,0.9416,-0.0973,2021,8,2,0.92,Estable,perecedero,23,2,1
Frutilla (Balde aprox. 25 lb),PICHINCHA,2021-09-Q1,17.34,16.48,16.33,0.92,16.405,16.48,0.15,-0.009,2021,9,1,5.22,Estable,perecedero,23,2,1
Frutilla (Balde aprox. 25 lb),PICHINCHA,2021-09-Q2,17.63,17.34,16.48,5.22,16.91,16.7167,0.545,0.0618,2021,9,2,1.67,Estable,perecedero,23,2,1
Frutilla (Balde aprox. 25 lb),PICHINCHA,2021-10-Q1,17.17,17.63,17.34,1.67,17.485,17.15,0.5981,0.0698,2021,10,1,-2.61,Estable,perecedero,23,2,1
Frutilla (Balde aprox. 25 lb),PICHINCHA,2021-10-Q2,18.3,17.17,17.63,-2.61,17.4,17.38,0.2326,-0.0098,2021,10,2,6.58,Estable,perecedero,23,2,1
Frutilla (Balde aprox. 25 lb),PICHINCHA,2021-11-Q1,13.67,18.3,17.17,6.58,17.735,17.7,0.5682,0.038,2021,11,1,-25.3,Caída,perecedero,23,2,1
Frutilla (Balde aprox. 25 lb),PICHINCHA,2021-11-Q2,13.04,13.67,18.3,-25.3,15.985,16.38,2.414,-0.2038,2021,11,2,-4.61,Estable,perecedero,23,2,1
Frutilla (Balde aprox. 25 lb),PICHINCHA,2021-12-Q1,15.34,13.04,13.67,-4.61,13.355,15.0033,2.8723,-0.2874,2021,12,1,17.64,Alza,perecedero,23,2,1
Frutilla (Balde aprox. 25 lb),PICHINCHA,2021-12-Q2,15.62,15.34,13.04,17.64,14.19,14.0167,1.1885,0.1222,2021,12,2,1.83,Estable,perecedero,23,2,1
Frutilla (Balde aprox. 25 lb),PICHINCHA,2022-01-Q1,16.33,15.62,15.34,1.83,15.48,14.6667,1.4157,0.1979,2022,1,1,4.55,Estable,perecedero,23,2,1
Frutilla (Balde aprox. 25 lb),PICHINCHA,2022-01-Q2,16.8,16.33,15.62,4.55,15.975,15.7633,0.5103,0.0645,2022,1,2,2.88,Estable,perecedero,23,2,1
Frutilla (Balde aprox. 25 lb),PICHINCHA,2022-02-Q1,17.53,16.8,16.33,2.88,16.565,16.25,0.5941,0.0755,2022,2,1,4.35,Estable,perecedero,23,2,1
Frutilla (Balde aprox. 25 lb),PICHINCHA,2022-02-Q2,17.46,17.53,16.8,4.35,17.165,16.8867,0.6047,0.0735,2022,2,2,-0.4,Estable,perecedero,23,2,1
Frutilla (Balde aprox. 25 lb),PICHINCHA,2022-03-Q1,21.25,17.46,17.53,-0.4,17.495,17.2633,0.4028,0.0393,2022,3,1,21.71,Alza,perecedero,23,2,1
Frutilla (Balde aprox. 25 lb),PICHINCHA,2022-03-Q2,21.25,21.25,17.46,21.71,19.355,18.7467,2.1682,0.2122,2022,3,2,0.0,Estable,perecedero,23,2,1
Frutilla (Balde aprox. 25 lb),PICHINCHA,2022-04-Q1,20.0,21.25,21.25,0.0,21.25,19.9867,2.1882,0.2171,2022,4,1,-5.88,Estable,perecedero,23,2,1
Frutilla (Balde aprox. 25 lb),PICHINCHA,2022-04-Q2,18.83,20.0,21.25,-5.88,20.625,20.8333,0.7217,-0.0588,2022,4,2,-5.85,Estable,perecedero,23,2,1
Frutilla (Balde aprox. 25 lb),PICHINCHA,2022-05-Q1,21.0,18.83,20.0,-5.85,19.415,20.0267,1.2102,-0.1139,2022,5,1,11.52,Alza,perecedero,23,2,1
Frutilla (Balde aprox. 25 lb),PICHINCHA,2022-05-Q2,20.52,21.0,18.83,11.52,19.915,19.9433,1.0861,0.05,2022,5,2,-2.29,Estable,perecedero,23,2,1
Frutilla (Balde aprox. 25 lb),PICHINCHA,2022-06-Q1,19.67,20.52,21.0,-2.29,20.76,20.1167,1.1398,0.0898,2022,6,1,-4.14,Estable,perecedero,23,2,1
Frutilla (Balde aprox. 25 lb),PICHINCHA,2022-06-Q2,24.52,19.67,20.52,-4.14,20.095,20.3967,0.6735,-0.0633,2022,6,2,24.66,Alza,perecedero,23,2,1
Frutilla (Balde aprox. 25 lb),PICHINCHA,2022-07-Q1,21.4,24.52,19.67,24.66,22.095,21.57,2.5899,0.1949,2022,7,1,-12.72,Caída,perecedero,23,2,1
Frutilla (Balde aprox. 25 lb),PICHINCHA,2022-07-Q2,20.26,21.4,24.52,-12.72,22.96,21.8633,2.458,0.088,2022,7,2,-5.33,Estable,perecedero,23,2,1
Frutilla (Balde aprox. 25 lb),PICHINCHA,2022-08-Q1,20.11,20.26,21.4,-5.33,20.83,22.06,2.2054,-0.1737,2022,8,1,-0.74,Estable,perecedero,23,2,1
Frutilla (Balde aprox. 25 lb),PICHINCHA,2022-08-Q2,20.11,20.11,20.26,-0.74,20.185,20.59,0.7055,-0.0603,2022,8,2,0.0,Estable,perecedero,23,2,1
Frutilla (Balde aprox. 25 lb),PICHINCHA,2022-09-Q1,24.75,20.11,20.11,0.0,20.11,20.16,0.0866,-0.0074,2022,9,1,23.07,Alza,perecedero,23,2,1
Frutilla (Balde aprox. 25 lb),PICHINCHA,2022-09-Q2,23.79,24.75,20.11,23.07,22.43,21.6567,2.6789,0.2307,2022,9,2,-3.88,Estable,perecedero,23,2,1
Frutilla (Balde aprox. 25 lb),PICHINCHA,2022-10-Q1,21.67,23.79,24.75,-3.88,24.27,22.8833,2.4493,0.183,2022,10,1,-8.91,Caída,perecedero,23,2,1
Frutilla (Balde aprox. 25 lb),PICHINCHA,2022-10-Q2,22.83,21.67,23.79,-8.91,22.73,23.4033,1.576,-0.1244,2022,10,2,5.35,Estable,perecedero,23,2,1
Frutilla (Balde aprox. 25 lb),PICHINCHA,2022-11-Q1,20.17,22.83,21.67,5.35,22.25,22.7633,1.0616,-0.0404,2022,11,1,-11.65,Caída,perecedero,23,2,1
Frutilla (Balde aprox. 25 lb),PICHINCHA,2022-11-Q2,18.57,20.17,22.83,-11.65,21.5,21.5567,1.3336,-0.0692,2022,11,2,-7.93,Caída,perecedero,23,2,1
Frutilla (Balde aprox. 25 lb),PICHINCHA,2022-12-Q1,15.33,18.57,20.17,-7.93,19.37,20.5233,2.1519,-0.1866,2022,12,1,-17.45,Caída,perecedero,23,2,1
Frutilla (Balde aprox. 25 lb),PICHINCHA,2022-12-Q2,16.17,15.33,18.57,-17.45,16.95,18.0233,2.4659,-0.24,2022,12,2,5.48,Estable,perecedero,23,2,1
Frutilla (Balde aprox. 25 lb),PICHINCHA,2023-01-Q1,20.33,16.17,15.33,5.48,15.75,16.69,1.6814,-0.1292,2023,1,1,25.73,Alza,perecedero,23,2,1
Frutilla (Balde aprox. 25 lb),PICHINCHA,2023-01-Q2,23.62,20.33,16.17,25.73,18.25,17.2767,2.6774,0.3262,2023,1,2,16.18,Alza,perecedero,23,2,1
Frutilla (Balde aprox. 25 lb),PICHINCHA,2023-02-Q1,25.11,23.62,20.33,16.18,21.975,20.04,3.7335,0.4607,2023,2,1,6.31,Estable,perecedero,23,2,1
Frutilla (Balde aprox. 25 lb),PICHINCHA,2023-02-Q2,24.44,25.11,23.62,6.31,24.365,23.02,2.4458,0.2351,2023,2,2,-2.67,Estable,perecedero,23,2,1
Frutilla (Balde aprox. 25 lb),PICHINCHA,2023-03-Q1,22.58,24.44,25.11,-2.67,24.775,24.39,0.7463,0.0347,2023,3,1,-7.61,Caída,perecedero,23,2,1
Frutilla (Balde aprox. 25 lb),PICHINCHA,2023-03-Q2,23.71,22.58,24.44,-7.61,23.51,24.0433,1.3108,-0.1008,2023,3,2,5.0,Estable,perecedero,23,2,1
Frutilla (Balde aprox. 25 lb),PICHINCHA,2023-04-Q1,21.89,23.71,22.58,5.0,23.145,23.5767,0.9371,-0.0299,2023,4,1,-7.68,Caída,perecedero,23,2,1
Frutilla (Balde aprox. 25 lb),PICHINCHA,2023-04-Q2,21.22,21.89,23.71,-7.68,22.8,22.7267,0.9188,-0.0306,2023,4,2,-3.06,Estable,perecedero,23,2,1
Frutilla (Balde aprox. 25 lb),PICHINCHA,2023-05-Q1,25.42,21.22,21.89,-3.06,21.555,22.2733,1.2885,-0.105,2023,5,1,19.79,Alza,perecedero,23,2,1
Frutilla (Balde aprox. 25 lb),PICHINCHA,2023-05-Q2,23.79,25.42,21.22,19.79,23.32,22.8433,2.2565,0.1613,2023,5,2,-6.41,Estable,perecedero,23,2,1
Frutilla (Balde aprox. 25 lb),PICHINCHA,2023-06-Q1,23.83,23.79,25.42,-6.41,24.605,23.4767,2.1175,0.1211,2023,6,1,0.17,Estable,perecedero,23,2,1
Frutilla (Balde aprox. 25 lb),PICHINCHA,2023-06-Q2,22.19,23.83,23.79,0.17,23.81,24.3467,0.9297,-0.0625,2023,6,2,-6.88,Estable,perecedero,23,2,1
Frutilla (Balde aprox. 25 lb),PICHINCHA,2023-07-Q1,20.75,22.19,23.83,-6.88,23.01,23.27,0.9355,-0.0673,2023,7,1,-6.49,Estable,perecedero,23,2,1
Frutilla (Balde aprox. 25 lb),PICHINCHA,2023-07-Q2,21.5,20.75,22.19,-6.49,21.47,22.2567,1.5411,-0.1292,2023,7,2,3.61,Estable,perecedero,23,2,1
Frutilla (Balde aprox. 25 lb),PICHINCHA,2023-08-Q1,22.09,21.5,20.75,3.61,21.125,21.48,0.7202,-0.0311,2023,8,1,2.74,Estable,perecedero,23,2,1
Frutilla (Balde aprox. 25 lb),PICHINCHA,2023-08-Q2,22.38,22.09,21.5,2.74,21.795,21.4467,0.6716,0.0646,2023,8,2,1.31,Estable,perecedero,23,2,1
Frutilla (Balde aprox. 25 lb),PICHINCHA,2023-09-Q1,23.13,22.38,22.09,1.31,22.235,21.99,0.4484,0.0409,2023,9,1,3.35,Estable,perecedero,23,2,1
Frutilla (Balde aprox. 25 lb),PICHINCHA,2023-09-Q2,22.55,23.13,22.38,3.35,22.755,22.5333,0.5367,0.0471,2023,9,2,-2.51,Estable,perecedero,23,2,1
Frutilla (Balde aprox. 25 lb),PICHINCHA,2023-10-Q1,21.17,22.55,23.13,-2.51,22.84,22.6867,0.3932,0.0076,2023,10,1,-6.12,Estable,perecedero,23,2,1
Frutilla (Balde aprox. 25 lb),PICHINCHA,2023-10-Q2,21.83,21.17,22.55,-6.12,21.86,22.2833,1.0068,-0.0847,2023,10,2,3.12,Estable,perecedero,23,2,1
Frutilla (Balde aprox. 25 lb),PICHINCHA,2023-11-Q1,18.33,21.83,21.17,3.12,21.5,21.85,0.6902,-0.0319,2023,11,1,-16.03,Caída,perecedero,23,2,1
